"Season","round","upset","u_teamid","f_teamid","u_games","u_sd_score","u_sd_fgm","u_sd_fga","u_sd_fga3","u_sd_ftm","u_sd_fta","u_sd_ast","u_sd_to","u_sd_stl","u_sd_blk","u_sd_pf","u_win_rate","u_sd_dr","u_sd_or","u_mean_score","u_mean_fgm","u_mean_fga","u_mean_fgm3","u_mean_fga3","u_mean_ftm","u_mean_fta","u_mean_or","u_mean_dr","u_mean_ast","u_mean_to","u_mean_stl","u_mean_blk","u_mean_pf","u_losses","u_mean_opp_rank_inlosses","u_wins","u_mean_opp_rank_inwins","u_worst_rank","u_best_rank","u_last_rank","u_mean_rank","u_sd_rank","u_teamname","u_seed","f_teamname","f_seed","f_losses","f_mean_opp_rank_inlosses","f_wins","f_mean_opp_rank_inwins","f_worst_rank","f_best_rank","f_last_rank","f_mean_rank","f_sd_rank","f_games","f_sd_score","f_sd_fgm","f_sd_fga","f_sd_fga3","f_sd_ftm","f_sd_fta","f_sd_ast","f_sd_to","f_sd_stl","f_sd_blk","f_sd_pf","f_win_rate","f_sd_dr","f_sd_or","f_mean_score","f_mean_fgm","f_mean_fga","f_mean_fgm3","f_mean_fga3","f_mean_ftm","f_mean_fta","f_mean_or","f_mean_dr","f_mean_ast","f_mean_to","f_mean_stl","f_mean_blk","f_mean_pf","f_ConfAbbrev","u_ConfAbbrev"
2014,4,1,1163,1277,34,13.08279544,5.331522643,5.74200211,3.939040845,5.931351188,6.651497895,4.613009581,3.590564978,2.380288932,3.022936679,3.824235503,0.764705882,5.167083532,3.895355798,71.85294118,24.38235294,54.38235294,7.117647059,18.38235294,15.97058824,21,10.08823529,25.29411765,12.58823529,11.67647059,6.970588235,6.205882353,18.26470588,8,48.08514075,26,127.2942906,46.7,15.31818182,22.90769231,25.88510669,7.030213362,"Connecticut",7,"Michigan St",4,8,35.80619504,26,105.8020903,17.38095238,4,12.09230769,9.673992583,4.592913946,34,13.9782107,5.615502479,7.668080936,6.02579127,6.484865144,8.853380876,5.320059239,3.295462229,3.152114985,2.095747328,4.791183228,0.764705882,6.035249989,3.320653244,75.94117647,27.26470588,57.44117647,8.058823529,20.58823529,13.35294118,19.26470588,11.05882353,26,17,11.44117647,6.941176471,4.823529412,18.88235294,"big_ten","aac"
2014,5,1,1163,1196,34,13.08279544,5.331522643,5.74200211,3.939040845,5.931351188,6.651497895,4.613009581,3.590564978,2.380288932,3.022936679,3.824235503,0.764705882,5.167083532,3.895355798,71.85294118,24.38235294,54.38235294,7.117647059,18.38235294,15.97058824,21,10.08823529,25.29411765,12.58823529,11.67647059,6.970588235,6.205882353,18.26470588,8,48.08514075,26,127.2942906,46.7,15.31818182,22.90769231,25.88510669,7.030213362,"Connecticut",7,"Florida",1,2,17.57023574,32,106.5516281,31,2.092307692,2.092307692,12.81990505,7.829132905,34,8.19944131,3.339521885,5.245828493,5.954446802,6.029044378,7.074344197,3.860305789,2.89953589,3.092311206,1.540018751,2.900150589,0.941176471,4.709757763,4.68214266,70.73529412,24.38235294,52.76470588,6.852941176,18.61764706,15.11764706,22.88235294,11.67647059,24,13.35294118,11.32352941,7.205882353,2.852941176,16.20588235,"sec","aac"
2014,3,1,1163,1235,34,13.08279544,5.331522643,5.74200211,3.939040845,5.931351188,6.651497895,4.613009581,3.590564978,2.380288932,3.022936679,3.824235503,0.764705882,5.167083532,3.895355798,71.85294118,24.38235294,54.38235294,7.117647059,18.38235294,15.97058824,21,10.08823529,25.29411765,12.58823529,11.67647059,6.970588235,6.205882353,18.26470588,8,48.08514075,26,127.2942906,46.7,15.31818182,22.90769231,25.88510669,7.030213362,"Connecticut",7,"Iowa St",3,7,38.02991886,26,104.4775606,34.8125,5.730769231,12.67692308,14.64062262,6.453904744,33,10.47544025,4.474041289,6.554405181,5.660535899,5.609617013,7.522315287,4.657593995,2.82943136,2.73272813,1.902948271,3.605813908,0.787878788,5.750164688,4.456438991,82.87878788,29.27272727,62.09090909,8.303030303,23.66666667,16.03030303,23.09090909,10.21212121,28.57575758,18.54545455,10.54545455,6.03030303,2.939393939,17.42424242,"big_twelve","aac"
2016,1,1,1163,1160,34,12.94069842,5.894194854,7.181688439,4.76170104,5.965512889,7.321068175,4.046190524,3.160022112,2.316337388,3.099220763,4.134115273,0.705882353,4.804929139,2.936038293,73.41176471,26.47058824,57.61764706,7.029411765,19.41176471,13.44117647,17.08823529,9.470588235,27.05882353,13.85294118,11.11764706,5.705882353,5.029411765,18,10,52.39953808,24,153.712117,46.23076923,31.56140351,32.13559322,38.57724365,5.02474602,"Connecticut",9,"Colorado",8,11,37.00710903,21,132.8549012,81.42105263,35.28571429,44.49152542,46.93654428,10.74240195,32,12.94140018,3.96036309,6.764396237,4.569247662,7.409058862,9.129003761,4.529362093,4.738206922,2.038935522,2.533445633,4.167728359,0.65625,4.962663014,3.863471404,75.4375,25.15625,59.71875,7.53125,19.34375,17.59375,23.875,13.09375,29.21875,13.46875,13.46875,5.1875,5.03125,18.71875,"pac_twelve","aac"
2016,2,0,1163,1242,34,12.94069842,5.894194854,7.181688439,4.76170104,5.965512889,7.321068175,4.046190524,3.160022112,2.316337388,3.099220763,4.134115273,0.705882353,4.804929139,2.936038293,73.41176471,26.47058824,57.61764706,7.029411765,19.41176471,13.44117647,17.08823529,9.470588235,27.05882353,13.85294118,11.11764706,5.705882353,5.029411765,18,10,52.39953808,24,153.712117,46.23076923,31.56140351,32.13559322,38.57724365,5.02474602,"Connecticut",9,"Kansas",1,4,33.45141943,29,83.15922472,13.29166667,1.338709677,1.338709677,6.201138964,3.771221062,33,12.16933864,4.950512676,9.597979585,3.152680437,5.236635225,7.41249457,4.279974511,3.897843226,2.727525241,2.091650066,4.325532022,0.878787879,5.464416573,3.742416575,80.3030303,28.15151515,57.60606061,8.121212121,19.24242424,15.87878788,22.48484848,10.54545455,26.78787879,15.45454545,12.54545455,6.757575758,4,18.90909091,"big_twelve","aac"
2008,0,0,1164,1291,34,14.12741232,4.363190708,6.697167305,4.340662936,7.272883243,9.492843725,3.322263258,3.266122767,3.36186541,1.631901224,3.90632286,0.411764706,3.890777065,3.604438737,59.14705882,20.58823529,52.23529412,4.088235294,12.64705882,13.88235294,19.35294118,11.08823529,20.20588235,9.411764706,14.61764706,7.029411765,2.058823529,18.79411765,20,161.5013757,14,276.9137505,330.2857143,256,264.3902439,298.4477115,20.62145591,"Coppin St",16,"Mt St Mary's",16,14,169.5723231,18,243.1799835,315,161.2,164.1219512,207.3936665,31.98693823,32,9.996571993,4.278486128,7.098386914,5.109190801,6.704596401,8.347300124,3.672999785,3.190206789,3.079589415,1.894122914,3.973703887,0.5625,5.983512293,3.382682415,69.0625,24.21875,54.25,6,16.34375,14.625,21,10.09375,23.9375,12.84375,14.375,7.25,3.65625,19.875,"nec","meac"
2008,1,0,1165,1390,26,9.068966526,3.444728414,6.324190432,4.908548274,7.452413135,7.861199752,4.101969508,4.444529914,2.575625391,1.986492851,3.511957596,0.807692308,4.305988674,3.018914731,76.61538462,27.11538462,55.34615385,7.923076923,19.42307692,14.46153846,18.96153846,8.923076923,24.69230769,14.88461538,13.92307692,5.923076923,2.884615385,18.42307692,5,108.8586708,21,243.7567202,222,80,91.26190476,141.1700833,41.78276543,"Cornell",14,"Stanford",3,7,37.8819943,26,117.9972039,39,7,12.53333333,19.1497575,8.352140793,33,11.40084061,5.056686243,7.296481095,5.62361094,5.900372356,8.429632977,3.65511265,3.850914885,2.759281857,2.337928376,3.914086836,0.787878788,4.105382646,4.461323693,70.66666667,24.84848485,55.36363636,5.393939394,15,15.57575758,22.39393939,13.18181818,25.66666667,14.21212121,12.27272727,4.363636364,5.181818182,17.15151515,"pac_ten","ivy"
2009,1,0,1165,1281,29,12.45385571,5.378986665,6.166810898,4.545609044,7.575400947,9.429149855,4.777306783,3.65406852,2.734112188,2.433854006,3.681266649,0.689655172,6.829196954,3.334400486,73.20689655,26.17241379,55.37931034,7.482758621,18.34482759,13.37931034,18.13793103,10.24137931,25.06896552,15.4137931,13.06896552,6.75862069,3.931034483,18.13793103,9,142.0605037,20,249.7858409,190,88,113.195122,124.6269519,20.59132291,"Cornell",14,"Missouri",3,6,40.32141928,28,132.1219909,68.2,6,9.888888889,19.99835303,11.68864217,34,13.75492134,5.188084525,6.673703951,4.888507385,6.755733025,8.241724635,4.542922646,3.374434659,3.368222051,1.760377937,4.205081384,0.823529412,5.086769389,3.66378918,81.11764706,29.41176471,62.35294118,7.058823529,19.73529412,15.23529412,22.79411765,13.02941176,23.94117647,18.29411765,12.35294118,10.55882353,3.852941176,19.88235294,"big_twelve","ivy"
2010,2,1,1165,1458,29,11.99127351,4.770857758,7.654806275,6.537877512,5.323292066,6.466282385,4.067775563,3.376972148,3.270257066,1.971471407,4.947258782,0.862068966,5.217203448,3.844258722,75.17241379,26.75862069,56.10344828,9.793103448,22.37931034,11.86206897,16.20689655,10.27586207,23.17241379,16.24137931,12.24137931,7.137931034,3.620689655,18.24137931,4,93.97605248,25,212.1922249,121,23,52.32653061,56.90385621,22.3290788,"Cornell",12,"Wisconsin",4,8,45.76228985,23,118.418249,61,9.52173913,15.96153846,20.38592775,9.275902516,31,10.94187969,4.096156079,6.042857688,5.710205917,6.322854942,8.363000953,3.546920518,3.603164678,2.871438888,2.764988479,3.746539622,0.741935484,4.118147616,3.346318793,67.48387097,23.61290323,53.12903226,7.64516129,21.16129032,12.61290323,17.16129032,9.741935484,22.67741935,12.77419355,8.870967742,5.612903226,3.612903226,16.35483871,"big_ten","ivy"
2010,3,0,1165,1246,29,11.99127351,4.770857758,7.654806275,6.537877512,5.323292066,6.466282385,4.067775563,3.376972148,3.270257066,1.971471407,4.947258782,0.862068966,5.217203448,3.844258722,75.17241379,26.75862069,56.10344828,9.793103448,22.37931034,11.86206897,16.20689655,10.27586207,23.17241379,16.24137931,12.24137931,7.137931034,3.620689655,18.24137931,4,93.97605248,25,212.1922249,121,23,52.32653061,56.90385621,22.3290788,"Cornell",12,"Kentucky",1,2,47.54852491,32,106.8586805,37,1,3.346153846,9.393387501,9.611232161,34,11.58645715,5.510320895,8.121185516,5.094560379,4.20179488,6.688711324,5.012284375,3.956199584,2.562063841,2.243628332,4.579657414,0.941176471,4.97838465,3.459982587,79.23529412,28,58.47058824,5.970588235,17.5,17.26470588,25.44117647,14.29411765,27.05882353,14.70588235,14.5,7.264705882,7.235294118,16.23529412,"sec","ivy"
2010,1,1,1165,1396,29,11.99127351,4.770857758,7.654806275,6.537877512,5.323292066,6.466282385,4.067775563,3.376972148,3.270257066,1.971471407,4.947258782,0.862068966,5.217203448,3.844258722,75.17241379,26.75862069,56.10344828,9.793103448,22.37931034,11.86206897,16.20689655,10.27586207,23.17241379,16.24137931,12.24137931,7.137931034,3.620689655,18.24137931,4,93.97605248,25,212.1922249,121,23,52.32653061,56.90385621,22.3290788,"Cornell",12,"Temple",5,5,44.01109574,29,132.6108142,74.5,9,15.26923077,30.07197281,16.49939741,34,9.850215123,4.811972591,7.402365089,6.191535824,5.20497842,6.060891259,3.784408392,3.10654533,2.181595354,1.774246344,4.813546689,0.852941176,4.341073575,4.495690152,64.94117647,24.23529412,55.58823529,5.852941176,17.29411765,10.61764706,15.41176471,11.02941176,26.05882353,14.73529412,10.47058824,4.705882353,2.941176471,14.73529412,"a_ten","ivy"
2005,1,0,1166,1452,33,9.059253598,4.440473289,6.470211462,4.818289021,6.301154295,8.21180322,3.801913394,3.909002818,2.948741385,1.82470421,4.729020656,0.696969697,3.692231813,3.199194974,71.51515152,24.3030303,53.63636364,8.636363636,20.81818182,14.27272727,19.60606061,9.878787879,21.51515152,14.27272727,11.96969697,6.848484848,3.272727273,17.63636364,10,97.65585287,23,128.7242185,115,17,43.85714286,67.28828208,20.22429359,"Creighton",10,"West Virginia",7,10,59.68392967,21,134.4467127,82.8,11,34.05555556,51.13814971,17.1295137,31,11.83979076,4.581637027,6.20509676,5.941651774,5.827447107,7.453800359,3.718596105,4.341101391,3.099427627,2.279879265,3.564158499,0.677419355,4.039056634,3.524720686,70.22580645,24.48387097,55.35483871,8.935483871,25.64516129,12.32258065,16.67741935,9.903225806,20.77419355,16.19354839,11.38709677,8.161290323,3.741935484,14.64516129,"big_east","mvc"
2007,1,0,1166,1305,32,8.991427369,3.010063765,6.600265757,5.862675818,6.273263158,7.701853568,4.294477887,3.399329868,2.782433375,1.794930136,3.325730577,0.6875,4.16591391,4.121026923,67.15625,22.1875,49.71875,6.3125,18.375,16.46875,21.8125,10.28125,22.5,13.40625,12.84375,6.25,2.5625,16.6875,10,70.91368342,22,98.57517498,107,29.3902439,29.3902439,52.62506864,20.78695402,"Creighton",10,"Nevada",7,4,68.86270821,27,165.8344274,44.35714286,11,26,24.15912036,7.278180502,31,9.206472711,4.179314138,6.85408598,4.166172014,5.485856693,6.705318063,4.552206129,4.230712083,2.742732332,2.202149488,4.576705863,0.870967742,5.104499386,4.492047932,77.67741935,28,57.38709677,7.483870968,18.09677419,14.19354839,18.80645161,11.61290323,26.5483871,16.5483871,13.03225806,5.451612903,4.129032258,16.70967742,"wac","mvc"
2012,2,0,1166,1314,33,13.1088826,4.297418182,6.514116373,5.680408916,5.441493222,6.800874498,5.891538617,3.502434218,2.781159558,1.648576061,3.454520534,0.848484848,4.859386418,4.13159482,80.03030303,28.03030303,55.06060606,8.181818182,19.27272727,15.78787879,21.57575758,9.515151515,26.63636364,17.90909091,12.27272727,4.787878788,2.303030303,17.06060606,5,80.11120166,28,147.3910585,101,11.75,21.98333333,26.22377851,18.18785482,"Creighton",8,"North Carolina",1,5,20.30345535,29,120.9164718,22.5,2,4.229508197,8.163390435,4.212030397,34,13.00229652,5.789227195,8.889096848,4.385704374,5.445975145,8.212257696,5.560636417,3.266532065,3.009787954,2.914099966,3.835870663,0.852941176,5.731437526,6.172866277,81.97058824,30,65.11764706,5.058823529,14.91176471,16.91176471,24.79411765,15.67647059,29.38235294,17.44117647,11.76470588,6.823529412,5.588235294,14.79411765,"acc","mvc"
2013,2,0,1166,1181,34,11.08100943,4.02808766,5.965512889,4.595588057,5.065084423,6.123578812,4.58898938,2.884743815,3.015113446,2.230880341,3.488330431,0.794117647,4.078551349,4.264850326,75.38235294,26.67647059,52.55882353,8.764705882,20.82352941,13.26470588,17.67647059,8.411764706,26.82352941,17.17647059,12.26470588,5,2.588235294,16.20588235,7,78.56509054,27,138.0517624,35.29411765,8,20.3,18.22416168,6.753904308,"Creighton",7,"Duke",2,5,43.36817392,27,92.80029648,11,1,4.770491803,3.729950311,2.56921086,32,9.102407959,3.848832039,6.964700744,4.706614255,6.05410751,6.766184301,4.05953676,3.717737562,2.527071172,2.043626994,3.343114011,0.84375,4.281312544,3.570573054,78.28125,27.34375,57.40625,7.75,19.09375,15.84375,21.65625,9.65625,24.15625,14.6875,10.71875,6.53125,3.78125,17.71875,"acc","mvc"
2016,1,0,1167,1328,29,9.329887354,3.074605986,5.535599077,3.119934318,6.78541612,9.174015564,3.968471806,3.246066206,2.926438007,2.47748482,3.344726015,0.724137931,4.382567347,3.022493669,71.75862069,25.89655172,58,5.413793103,15.65517241,14.55172414,22.34482759,12.27586207,25.72413793,14.96551724,12.4137931,7.724137931,5.068965517,21.48275862,8,124.8352035,21,264.9052169,248.3157895,112.3965517,112.3965517,162.7220948,39.13805228,"CS Bakersfield",15,"Oklahoma",2,7,27.39643768,25,97.96913,17.20833333,2.137931034,8.161290323,6.563582576,4.292079437,32,12.09334494,5.001612643,8.55343734,4.826004826,6.076046969,7.477857098,4.970781564,4.185107044,2.401066631,3.583114522,3.569019925,0.78125,6.150580224,3.456964686,80.40625,27.625,60.25,10.4375,24.5,14.71875,20.21875,10.71875,28.09375,14.53125,12.96875,6.90625,5.25,16.8125,"big_twelve","wac"
2008,1,0,1168,1458,31,9.86195034,5.098808632,7.818093159,3.954308933,5.666729917,7.172528236,5.271142783,3.862418876,3.512803004,1.120675679,4.387420924,0.741935484,4.738086361,4.147288271,82.48387097,29.74193548,62.4516129,8.612903226,22.35483871,14.38709677,20.38709677,12,23.87096774,15.41935484,13.41935484,8.838709677,1.451612903,18.87096774,8,93.60399909,23,227.4116558,187.8,72.5,82.66666667,116.3261863,23.82218916,"CS Fullerton",14,"Wisconsin",3,4,31.13532526,29,121.5804323,42.5,5,6.844444444,14.28069728,7.375583416,33,8.327914905,4.521623133,7.429338851,4.121267825,7.102336363,9.656996208,4.036997459,4.66612551,2.800500496,1.931105038,3.671398462,0.878787879,4.606278653,4.256901704,67.33333333,23.48484848,52.15151515,5.818181818,16.21212121,14.54545455,20.51515152,11.60606061,24.3030303,12.78787879,12.09090909,6.303030303,3.333333333,14.33333333,"big_ten","big_west"
2018,1,0,1168,1345,29,13.9470321,5.751204629,7.626438328,3.639885777,6.104589245,7.679542269,4.321158848,4.111140697,2.897255368,1.564696732,4.556433226,0.620689655,4.153460187,4.009840113,72.65517241,24.82758621,52.65517241,5.137931034,14.96551724,17.86206897,24.24137931,8.310344828,25.5862069,12.37931034,14.48275862,6.413793103,3.344827586,18.24137931,11,142.0965216,18,218.2896622,269.0666667,143.372549,148.2903226,185.484663,36.76925218,"CS Fullerton",15,"Purdue",2,6,42.78580934,28,110.3874712,14.95833333,2.446428571,7.223880597,7.122350709,3.844057951,34,12.72585617,4.993757244,6.002673201,4.889510035,5.860910115,6.981513659,4.713162817,3.51378746,2.907363569,2.380288932,3.65343586,0.823529412,5.383012827,2.743490107,81.14705882,28.17647059,56.70588235,9.588235294,22.82352941,15.20588235,20.47058824,8.441176471,26.58823529,16.70588235,10.67647059,5.823529412,5.029411765,15.52941176,"big_ten","big_west"
2009,1,0,1169,1272,29,13.24940746,5.533151322,7.579789045,5.710805591,6.015783837,7.615449684,4.426743624,4.85148903,2.646682094,1.634751906,3.959462072,0.551724138,4.427856291,3.773448854,73.75862069,26.48275862,58.10344828,7.034482759,19.55172414,13.75862069,19.93103448,12.89655172,24.03448276,14.10344828,17.5862069,8.827586207,2.620689655,21.96551724,13,146.2511313,16,219.4639768,286.5,66,128.5121951,175.8306273,48.37948232,"CS Northridge",15,"Memphis",2,3,20.27441544,31,127.6871058,50,2,4.222222222,14.10421754,9.88761428,34,13.1953646,5.597618541,8.956868325,4.841608872,6.742263012,8.601340939,4.46854724,3.628098897,3.696604406,3.128273686,3.341522916,0.911764706,4.164295225,4.007679793,74.05882353,26,58.67647059,5.823529412,18.20588235,16.23529412,23.32352941,13.61764706,25.85294118,13.82352941,12.44117647,8.823529412,6.176470588,17.47058824,"cusa","big_west"
2006,1,0,1172,1326,27,11.71868744,4.156483282,7.013011919,6.137549647,5.458728863,6.801206529,4.104406638,4.46193141,2.225211664,1.476308633,4.755563543,0.62962963,4.637577224,3.757992432,75.59259259,26.74074074,59.48148148,8.62962963,23.85185185,13.48148148,17.55555556,12.25925926,26.25925926,17.66666667,13.2962963,4.481481481,1.555555556,18.33333333,10,135.7568744,17,209.6321951,140.25,49,117.2424242,101.6113372,24.97935685,"Davidson",15,"Ohio St",2,5,25.26757986,25,113.6979164,46.25,4,7.216216216,14.21602567,10.20999715,30,12.39897104,5.36227778,6.222779805,5.17509509,6.140219772,7.600967875,4.647209025,3.530491158,2.463527048,1.664020888,3.891635593,0.833333333,4.168298531,3.835856241,74.7,26.26666667,55.96666667,8.4,22.66666667,13.76666667,19.13333333,10.1,23.93333333,15.7,12.13333333,7,2.7,15.4,"big_ten","southern"
2007,1,0,1172,1268,31,10.70202473,4.051284145,6.143796592,5.126360297,5.828369624,8.105752637,3.982218542,5.510888538,3.043766767,1.684208758,3.932221458,0.870967742,6.120826425,3.728126169,80,27.70967742,61.70967742,9.225806452,24.70967742,15.35483871,20.35483871,13.03225806,26.74193548,15.48387097,14.64516129,7.741935484,2.64516129,17.93548387,4,49.48863211,27,206.9768872,118,39,46.69230769,59.71351655,17.04799776,"Davidson",13,"Maryland",4,8,65.86311511,24,115.5263683,42.28571429,11.66666667,14.52380952,22.67821699,8.312708078,32,11.9730881,4.981315897,7.492402065,6.512936878,6.652370424,8.922549813,4.403879338,4.124938905,3.058403284,2.955141774,4.412112178,0.75,6.063840474,3.98990662,79.5,28.65625,59.84375,5.75,15.03125,16.4375,23.53125,12.625,25.9375,17.34375,15.78125,7.53125,6.90625,18.21875,"acc","southern"
2008,3,1,1172,1458,31,10.19930421,4.332423395,5.966393338,5.393743887,5.779087252,7.864853081,3.955668316,3.113619061,3.420369093,1.918220502,4.554095404,0.806451613,4.97153186,3.756857529,77.32258065,28.64516129,60.74193548,8.774193548,24.32258065,11.25806452,15.4516129,11.22580645,24.87096774,16.77419355,12.19354839,7.967741935,3.290322581,18.16129032,6,54.06409983,25,201.1203783,152,23,29.11111111,67.24801125,34.79726832,"Davidson",10,"Wisconsin",3,4,31.13532526,29,121.5804323,42.5,5,6.844444444,14.28069728,7.375583416,33,8.327914905,4.521623133,7.429338851,4.121267825,7.102336363,9.656996208,4.036997459,4.66612551,2.800500496,1.931105038,3.671398462,0.878787879,4.606278653,4.256901704,67.33333333,23.48484848,52.15151515,5.818181818,16.21212121,14.54545455,20.51515152,11.60606061,24.3030303,12.78787879,12.09090909,6.303030303,3.333333333,14.33333333,"big_ten","southern"
2008,1,1,1172,1211,31,10.19930421,4.332423395,5.966393338,5.393743887,5.779087252,7.864853081,3.955668316,3.113619061,3.420369093,1.918220502,4.554095404,0.806451613,4.97153186,3.756857529,77.32258065,28.64516129,60.74193548,8.774193548,24.32258065,11.25806452,15.4516129,11.22580645,24.87096774,16.77419355,12.19354839,7.967741935,3.290322581,18.16129032,6,54.06409983,25,201.1203783,152,23,29.11111111,67.24801125,34.79726832,"Davidson",10,"Gonzaga",7,7,44.41082654,25,173.5540537,36,11,27.68181818,26.43732359,5.290334497,32,11.97039359,5.447698537,7.130126905,4.73139395,5.254798115,7.18308946,4.515095648,3.771176765,3.82637283,2.239446576,4.068838108,0.78125,4.901859423,4.46299751,76.5,27,55.75,6.5,17.46875,16,22.375,11.21875,26.3125,14.53125,14.1875,7.5625,4.78125,17.65625,"wcc","southern"
2008,4,0,1172,1242,31,10.19930421,4.332423395,5.966393338,5.393743887,5.779087252,7.864853081,3.955668316,3.113619061,3.420369093,1.918220502,4.554095404,0.806451613,4.97153186,3.756857529,77.32258065,28.64516129,60.74193548,8.774193548,24.32258065,11.25806452,15.4516129,11.22580645,24.87096774,16.77419355,12.19354839,7.967741935,3.290322581,18.16129032,6,54.06409983,25,201.1203783,152,23,29.11111111,67.24801125,34.79726832,"Davidson",10,"Kansas",1,3,48.27772706,30,105.7574628,7.333333333,1,3.244444444,3.566543312,1.719524049,33,11.43857111,5.006813539,7.205979209,5.347223862,6.005836807,8.192060088,5.426331704,3.777926319,4.100304867,2.287979127,3.992417055,0.909090909,5.684575089,3.720591758,81.18181818,29.45454545,58.36363636,6.787878788,17.03030303,15.48484848,21.87878788,12.3030303,26.42424242,18.48484848,12.90909091,9,6.121212121,17.42424242,"big_twelve","southern"
2008,2,1,1172,1207,31,10.19930421,4.332423395,5.966393338,5.393743887,5.779087252,7.864853081,3.955668316,3.113619061,3.420369093,1.918220502,4.554095404,0.806451613,4.97153186,3.756857529,77.32258065,28.64516129,60.74193548,8.774193548,24.32258065,11.25806452,15.4516129,11.22580645,24.87096774,16.77419355,12.19354839,7.967741935,3.290322581,18.16129032,6,54.06409983,25,201.1203783,152,23,29.11111111,67.24801125,34.79726832,"Davidson",10,"Georgetown",2,5,23.48601994,27,118.7240403,47,5,8.555555556,12.61411351,7.188863454,32,11.56812744,4.835082646,6.504340982,4.171717369,6.135236673,8.091961364,4.114784516,3.625486619,2.81413483,2.124169667,4.662716742,0.84375,4.106323801,4.62363755,69.71875,25.09375,51.625,7.84375,20.625,11.6875,17.5625,9.90625,25.09375,15.6875,13.21875,7.125,4.9375,17.53125,"big_east","southern"
2012,1,0,1172,1257,31,9.005732941,3.889052736,5.637623231,6.439294692,6.56022554,7.772573784,4.105595447,3.876036108,1.85785169,1.997310019,4.185998166,0.774193548,5.02467032,3.164317182,77.35483871,26.48387097,59.12903226,7.741935484,22.74193548,16.64516129,21.70967742,12.29032258,26.22580645,13.5483871,11.90322581,5.419354839,3.451612903,20.4516129,7,98.95257018,24,217.5611899,162,46.66666667,61.46551724,74.46280221,21.63164374,"Davidson",13,"Louisville",4,9,46.05193119,26,112.4059085,38.21428571,2,17.78688525,17.1062179,9.679323042,35,12.41556356,4.627829591,7.753340294,4.92259411,6.256156632,8.072361811,4.137957114,3.645648955,3.296802627,2.116362823,4.236694446,0.742857143,5.083834985,4.685037869,68.82857143,24.22857143,57.05714286,5.885714286,18.94285714,14.48571429,21.11428571,13.14285714,25.08571429,13.77142857,14.65714286,9.114285714,4.857142857,17.85714286,"big_east","southern"
2013,1,0,1172,1266,32,9.382067229,3.671489985,5.97364845,5.186734786,4.799088455,5.345709766,3.519530761,3.222901918,2.666813672,1.79605302,4.132873717,0.78125,5.713241552,3.737209369,73.09375,24.5625,53.15625,7.5,20.46875,16.46875,20.5625,9.03125,24.4375,13.75,11,5.71875,2.75,17.625,7,120.6410648,25,233.3942629,124.625,56,63.68421053,94.03529598,19.03722291,"Davidson",14,"Marquette",3,8,47.50046264,23,116.0963529,65.83333333,16.35483871,21.42622951,33.12540341,13.0099783,31,11.67904106,4.463712713,6.692476919,3.83055065,7.37199,8.140301968,4.461303151,3.169410243,2.804374463,2.217719452,4.05367217,0.741935484,4.58140233,3.722642142,69,24.51612903,52.5483871,4.258064516,14.16129032,15.70967742,21.74193548,11.51612903,23.4516129,14.35483871,13.61290323,6.741935484,3.419354839,16.96774194,"big_east","southern"
2015,1,0,1172,1234,30,12.73897991,5.090446314,6.072739161,4.866021056,6.893691936,7.711761431,5.151051673,2.822121155,2.486977578,1.525266135,4.332316415,0.766666667,5.128240495,3.15663869,79.16666667,28.13333333,59.86666667,10.73333333,27.33333333,12.16666667,17.33333333,10.36666667,25.33333333,17.13333333,9.633333333,5.433333333,2.866666667,18.7,7,61.36733981,23,165.5785285,125.2307692,27.59322034,32.33898305,52.09944276,27.22409181,"Davidson",10,"Iowa",7,11,43.47803043,21,132.6469384,51.71428571,23.73333333,29.50847458,36.59336983,8.176505418,32,10.21655638,4.707149675,7.466052202,5.30662626,6.439545165,7.660052956,3.957434816,3.760871339,3.79183652,2.442070776,3.055930247,0.65625,4.159011786,4.079724651,69.40625,23.6875,55.5,5.65625,17.03125,16.375,21.96875,12.53125,25.15625,14.375,11.28125,6.59375,4.6875,15.875,"big_ten","a_ten"
2018,1,0,1172,1246,32,15.08671173,4.987787505,7.473002484,8.009822599,5.679263355,6.4745158,5.168823258,3.732485983,2.253805026,1.555103461,5.006346778,0.65625,3.420614687,2.809653578,76.4375,27.34375,56.65625,10.6875,27.3125,11.0625,13.875,6.90625,25.90625,16.84375,9.5625,4.78125,1.96875,15.03125,11,105.5525499,21,174.8235981,140.0652174,55.46666667,56.390625,91.39449823,23.76339054,"Davidson",12,"Kentucky",5,10,31.69560864,24,87.97113304,29.38297872,12.58823529,16.98507463,22.20450307,5.360282712,34,11.47674546,4.696492414,7.475688464,3.493436678,6.417167261,7.347984069,4.149608576,3.424380449,2.188325856,2.170947369,3.937117126,0.705882353,4.419310244,4.515076744,76.73529412,27.05882353,57.58823529,5.441176471,15.08823529,17.17647059,24.64705882,12.08823529,26.5,13.41176471,13.02941176,5.617647059,4.882352941,18.88235294,"sec","a_ten"
