expid,group_size,year,leader_country,mean_age,sd_age,tot_injury,tot_sherpas,tot_oxy,mean_oxy,tot_death,tot_tibetans,mean_highpt,tot_success,tot_disputed,tot_claimed,peakid,num_doctors,num_fem,success_rate,injury_rate,female_perc,percent_same_cit,decade,region,himal,heightm,mean_exp,max_exp,min_exp,sd_exp,mean_idv,sd_idv,mean_pdi,sd_pdi
ANN115301,5,2015,France,35,10.22252415,0,0,0,0,0,0,0.8,0,0,0,ANN1,0,0,0,0,0,1,2010,5,1,8091,1.8,2,1,0.447213595,71,0,68,0
ANN116101,3,2016,Nepal,44,5.196152423,0,1,3,1,0,0,1,3,0,0,ANN1,0,1,1,0,0.333333333,0,2010,5,1,8091,8,13,2,5.567764363,NA,NA,NA,NA
ANN116102,4,2016,Spain,50.25,18.24600413,0,0,3,0.75,0,0,0.75,3,0,0,ANN1,1,0,0.75,0,0,1,2010,5,1,8091,13.5,29,8,10.34408043,39.54545455,10.96689233,61.36363636,4.177863743
ANN116103,14,2016,Italy,40.5,10.5520687,1,0,5,0.357142857,0,0,0.5,7,0,0,ANN1,0,2,0.5,0.071428571,0.142857143,0.076923077,2010,5,1,8091,7.142857143,14,2,3.655494134,42.36363636,18.67655891,62,19.23290831
ANN116104,5,2016,S Korea,34.6,8.988882022,0,0,0,0,0,0,0.2,1,0,0,ANN1,0,1,0.2,0,0.2,1,2010,5,1,8091,4,12,1,4.527692569,NA,NA,NA,NA
ANN117102,3,2017,Russia,49.66666667,9.609023537,0,0,0,0,0,0,0,0,0,0,ANN1,0,1,0,0,0.333333333,0.5,2010,5,1,8091,4,10,1,5.196152423,31.44444444,4.585605497,74.22222222,13.83634505
ANN117105,4,2017,Germany,42.75,13.1497782,0,0,0,0,0,0,0.75,0,0,0,ANN1,0,0,0,0,0,0,2010,5,1,8091,4.75,8,1,3.304037934,NA,NA,NA,NA
ANN150101,7,1950,France,29.42857143,3.258688021,0,0,0,0,0,0,0.285714286,2,0,0,ANN1,1,0,0.285714286,0,0,1,1950,5,1,8091,1.857142857,5,1,1.463850109,50.5,21.17230896,66.5,1.549193338
ANN165201,4,1965,0,49,32.73122872,0,0,0,0,0,0,0,0,0,0,ANN1,0,0,0,0,0,0,1960,5,1,8091,1,1,1,0,41,0,58,0
ANN169101,7,1969,W Germany,31,2.708012802,0,0,0,0,0,0,0.571428571,0,0,0,ANN1,0,0,0,0,0,1,1960,5,1,8091,1,1,1,0,NA,NA,NA,NA
ANN170101,11,1970,UK,25.09090909,12.65270363,0,0,1,0.090909091,1,0,0.090909091,1,0,0,ANN1,1,0,0.090909091,0,0,0.8,1970,5,1,8091,1.181818182,2,1,0.404519917,NA,NA,NA,NA
ANN170102,8,1970,0,20.125,12.64275625,2,0,1,0.125,0,0,0.125,1,0,0,ANN1,0,0,0.125,0.25,0,0,1970,5,1,8091,1,1,1,0,NA,NA,NA,NA
ANN173101,10,1973,Japan,33.5,5.582711408,0,0,0,0,4,0,0.1,0,0,0,ANN1,1,0,0,0,0,1,1970,5,1,8091,1,1,1,0,42.57142857,6.813045018,56.35714286,4.68396845
ANN173301,9,1973,Italy,31.77777778,6.379219736,0,0,0,0,2,0,0.222222222,0,0,0,ANN1,1,0,0,0,0,1,1970,5,1,8091,1,1,1,0,76,0,50,0
ANN175101,8,1975,Austria,28.375,2.503568881,0,0,0,0,1,0,0.25,0,0,0,ANN1,0,0,0,0,0,0.714285714,1970,5,1,8091,1,1,1,0,NA,NA,NA,NA
ANN177301,11,1977,Netherlands,34,8.648699324,0,0,2,0.181818182,0,0,0.090909091,1,0,0,ANN1,0,0,0.090909091,0,0,1,1970,5,1,8091,1,1,1,0,72.30769231,18.7766904,42.15384615,10.13941282
ANN178101,8,1978,Austria,35.125,4.793969426,2,0,0,0,0,0,0,0,0,0,ANN1,0,0,0,0.25,0,1,1970,5,1,8091,1,1,1,0,55,0,11,0
ANN178301,9,1978,USA,35,9.924716621,0,0,1,0.111111111,2,0,0.111111111,1,0,0,ANN1,1,9,0.111111111,0,1,0.5,1970,5,1,8091,1.111111111,2,1,0.333333333,NA,NA,NA,NA
ANN179101,10,1979,Japan,35.3,9.592242236,0,0,1,0.1,0,0,0.1,1,0,0,ANN1,1,0,0.1,0,0,1,1970,5,1,8091,1,1,1,0,43.71428571,5.810184314,55.57142857,3.994501716
ANN179102,7,1979,France,38.57142857,5.563486403,0,0,0,0,1,0,0.285714286,2,0,0,ANN1,1,0,0.285714286,0,0,1,1970,5,1,8091,1,1,1,0,58.7,19.80488155,67.1,1.449137675
ANN179301,7,1979,USA,33.71428571,6.969320524,0,0,0,0,2,0,0.285714286,0,0,0,ANN1,1,0,0,0,0,0.833333333,1970,5,1,8091,1,1,1,0,NA,NA,NA,NA
ANN180101,8,1980,W Germany,31.5,3.11677489,2,0,1,0.125,0,0,0.5,4,0,0,ANN1,0,1,0.5,0.25,0.125,1,1980,5,1,8091,1,1,1,0,NA,NA,NA,NA
ANN181101,10,1981,Sweden,32,6.164414003,1,0,0,0,0,0,0.2,0,0,0,ANN1,1,0,0,0.1,0,0.888888889,1980,5,1,8091,1.2,3,1,0.632455532,59.07142857,19.09677494,40.92857143,15.81851051
ANN181301,12,1981,Japan,29.25,3.671140521,0,0,0,0,1,0,0.166666667,2,0,0,ANN1,0,2,0.166666667,0,0.166666667,1,1980,5,1,8091,1.166666667,2,1,0.389249472,46,0,54,0
ANN181302,9,1981,France,34.22222222,7.207249437,0,0,0,0,2,0,0.222222222,0,0,0,ANN1,1,0,0,0,0,1,1980,5,1,8091,1.111111111,2,1,0.333333333,60.75,18.54294769,67.25,1.356801051
ANN182101,16,1982,Austria,41.375,9.844626284,0,0,0,0,1,0,0.0625,1,0,0,ANN1,1,0,0.0625,0,0,0.466666667,1980,5,1,8091,1.0625,2,1,0.25,NA,NA,NA,NA
ANN182102,16,1982,W Germany,39.1875,9.502411975,0,0,0,0,0,0,0.1875,0,0,0,ANN1,0,0,0,0,0,0.933333333,1980,5,1,8091,1,1,1,0,NA,NA,NA,NA
ANN182301,3,1982,UK,29.33333333,5.131601439,0,0,0,0,1,0,0.666666667,0,0,0,ANN1,0,0,0,0,0,0.5,1980,5,1,8091,1,1,1,0,NA,NA,NA,NA
ANN182302,3,1982,Japan,29.66666667,0.577350269,0,0,0,0,2,0,1,0,0,0,ANN1,0,0,0,0,0,1,1980,5,1,8091,1,1,1,0,46,0,54,0
ANN183301,7,1983,S Korea,28.42857143,3.77964473,0,0,0,0,1,0,0.285714286,0,0,0,ANN1,1,1,0,0,0.142857143,1,1980,5,1,8091,1,1,1,0,NA,NA,NA,NA
ANN183302,12,1983,Italy,34.75,7.521182209,0,0,0,0,0,0,0.166666667,0,0,0,ANN1,1,0,0,0,0,1,1980,5,1,8091,1.083333333,2,1,0.288675135,76,0,50,0
ANN183303,6,1983,Yugoslavia,24,2.097617696,0,0,0,0,0,0,0.333333333,0,0,0,ANN1,0,0,0,0,0,0.6,1980,5,1,8091,1.166666667,2,1,0.40824829,NA,NA,NA,NA
ANN184101,10,1984,France,32.3,7.58727004,0,0,0,0,2,0,0.2,0,0,0,ANN1,1,0,0,0,0,0.777777778,1980,5,1,8091,1.3,2,1,0.483045892,68.90909091,13.39742173,62.45454545,11.63068043
ANN184302,5,1984,Switzerland,26.2,3.563705936,0,0,0,0,0,0,0.2,1,0,0,ANN1,1,0,0.2,0,0,1,1980,5,1,8091,1.2,2,1,0.447213595,68,0,34,0
ANN184303,9,1984,Japan,28.55555556,5.364492313,0,0,0,0,0,0,0.222222222,0,0,0,ANN1,0,0,0,0,0,0.5,1980,5,1,8091,1,1,1,0,NA,NA,NA,NA
ANN184401,13,1984,Japan,31.84615385,7.26689014,0,0,2,0.153846154,0,0,0.153846154,0,0,0,ANN1,1,1,0,0,0.076923077,0.916666667,1980,5,1,8091,1,1,1,0,46,0,54,0
ANN184402,5,1984,France,37.8,8.700574694,0,0,0,0,0,0,0.8,0,0,0,ANN1,1,0,0,0,0,1,1980,5,1,8091,1,1,1,0,71,0,68,0
ANN184403,5,1984,S Korea,29,3.464101615,0,0,1,0.2,0,0,0.2,0,0,1,ANN1,0,1,0,0,0.2,1,1980,5,1,8091,1.8,3,1,1.095445115,NA,NA,NA,NA
ANN185101,5,1985,Italy,30.2,5.495452666,0,0,0,0,0,0,0.4,2,0,0,ANN1,0,0,0.4,0,0,0.5,1980,5,1,8091,1.8,3,1,0.836660027,67.6,11.50217371,34.4,21.36117974
ANN185301,4,1985,Japan,31.5,5.066228051,0,0,0,0,0,0,0.25,0,0,0,ANN1,0,0,0,0,0,1,1980,5,1,8091,1,1,1,0,46,0,54,0
ANN185401,15,1985,Bulgaria,33.46666667,7.945049372,0,0,0,0,0,0,0.2,0,0,0,ANN1,2,0,0,0,0,1,1980,5,1,8091,1,1,1,0,30,0,70,0
ANN186101,8,1986,Bulgaria,34.125,6.174544518,0,0,0,0,0,0,0.125,0,0,0,ANN1,1,0,0,0,0,1,1980,5,1,8091,4.25,7,2,2.187627547,30,0,70,0
ANN186102,4,1986,Italy,33.75,2.5,0,0,0,0,0,0,0.75,0,0,0,ANN1,0,0,0,0,0,1,1980,5,1,8091,1,1,1,0,76,0,50,0
ANN186301,3,1986,Italy,39.66666667,7.371114796,0,0,0,0,0,0,1,3,0,0,ANN1,0,0,1,0,0,1,1980,5,1,8091,1,1,1,0,76,0,50,0
ANN186302,9,1986,France,33.44444444,9.015418891,0,0,0,0,1,0,0.111111111,0,0,0,ANN1,1,0,0,0,0,1,1980,5,1,8091,1,1,1,0,71,0,68,0
ANN186303,3,1986,France,37,14.10673598,1,0,0,0,0,0,0.333333333,0,0,0,ANN1,1,0,0,0.333333333,0,1,1980,5,1,8091,2.333333333,3,2,0.577350269,60.75,20.5,67.25,1.5
ANN186304,9,1986,France,36.77777778,10.56855924,0,0,0,0,0,0,0.111111111,0,0,0,ANN1,1,0,0,0,0,0.875,1980,5,1,8091,1.222222222,2,1,0.440958552,64.5,16.15549442,67.25,1.356801051
ANN186402,7,1986,Poland,35.57142857,7.230886134,0,0,0,0,0,0,0.285714286,2,0,0,ANN1,1,1,0.285714286,0,0.142857143,0.833333333,1980,5,1,8091,1,1,1,0,62.28571429,6.047431568,65.42857143,6.803360514
ANN187101,4,1987,New Zealand,34,7.16472842,1,0,0,0,0,0,1,0,0,0,ANN1,0,0,0,0.25,0,0.333333333,1980,5,1,8091,1.25,2,1,0.5,NA,NA,NA,NA
ANN187102,9,1987,Spain,28.11111111,2.420973174,2,0,0,0,1,0,0.222222222,0,0,0,ANN1,1,0,0,0.222222222,0,1,1980,5,1,8091,1,1,1,0,51,0,57,0
ANN187301,7,1987,Spain,26.71428571,3.545621042,0,0,0,0,0,0,0.285714286,2,0,0,ANN1,1,0,0.285714286,0,0,1,1980,5,1,8091,1,1,1,0,51,0,57,0
ANN187302,3,1987,Spain,27,5,3,1,0,0,0,0,1,3,0,0,ANN1,0,0,1,1,0,0.5,1980,5,1,8091,1,1,1,0,44,12.12435565,59.66666667,4.618802154
ANN187401,9,1987,Canada,33.11111111,8.491826135,0,0,0,0,0,0,0.333333333,0,0,0,ANN1,0,1,0,0,0.111111111,0.75,1980,5,1,8091,1,1,1,0,NA,NA,NA,NA
ANN187403,11,1987,Japan,29.27272727,5.515268064,1,0,0,0,2,0,0.272727273,3,0,0,ANN1,1,1,0.272727273,0.090909091,0.090909091,1,1980,5,1,8091,1.545454545,2,1,0.522232968,46,0,54,0
ANN188101,6,1988,France,34.5,6.379655163,0,0,0,0,0,0,0.833333333,5,0,0,ANN1,1,0,0.833333333,0,0,0.4,1980,5,1,8091,1,1,1,0,NA,NA,NA,NA
ANN188102,4,1988,Mexico,41.25,6.652067348,0,0,0,0,0,0,0,0,0,0,ANN1,1,0,0,0,0,1,1980,5,1,8091,1,1,1,0,30,0,81,0
ANN188301,5,1988,Spain,25.2,4.147288271,0,0,0,0,0,0,0,0,0,0,ANN1,0,0,0,0,0,0.75,1980,5,1,8091,1.4,2,1,0.547722558,50,2.236067977,55.4,3.577708764
ANN188302,7,1988,Spain,28.57142857,8.676734079,0,0,0,0,0,0,0.285714286,2,0,0,ANN1,0,0,0.285714286,0,0,1,1980,5,1,8091,2.285714286,4,1,1.112697281,51,0,57,0
ANN188303,12,1988,Czechoslovakia,34.33333333,4.905161166,0,0,0,0,1,0,0.166666667,2,0,0,ANN1,1,2,0.166666667,0,0.166666667,0.909090909,1980,5,1,8091,1.083333333,2,1,0.288675135,NA,NA,NA,NA
ANN188304,6,1988,0,26.66666667,3.559026084,0,0,0,0,0,0,0.166666667,0,0,0,ANN1,0,0,0,0,0,0,1980,5,1,8091,1,1,1,0,44.22222222,5.333333333,55.22222222,3.666666667
ANN188401,8,1988,Bulgaria,34.625,5.396758286,1,0,0,0,0,0,0.25,0,0,0,ANN1,1,0,0,0.125,0,1,1980,5,1,8091,1.5,2,1,0.534522484,30,0,70,0
ANN189103,3,1989,Austria,41.33333333,5.507570547,0,0,0,0,0,0,1,0,0,0,ANN1,1,0,0,0,0,1,1980,5,1,8091,1,1,1,0,55,0,11,0
ANN189301,19,1989,Bulgaria,32.05263158,5.482028053,3,0,0,0,2,0,0.157894737,3,0,0,ANN1,1,0,0.157894737,0.157894737,0,1,1980,5,1,8091,1.684210526,3,1,0.820069887,30,0,70,0
ANN189401,6,1989,Bulgaria,38.5,5.00999002,0,0,0,0,0,0,0.166666667,0,0,0,ANN1,1,0,0,0,0,1,1980,5,1,8091,2.666666667,4,1,1.032795559,30,0,70,0
ANN189402,13,1989,S Korea,28.15384615,3.411894729,0,0,0,0,0,0,0.153846154,0,0,0,ANN1,0,2,0,0,0.153846154,1,1980,5,1,8091,1,1,1,0,NA,NA,NA,NA
ANN190101,7,1990,UK,33.85714286,7.515064236,0,0,0,0,0,0,0.571428571,0,0,0,ANN1,0,0,0,0,0,0.666666667,1990,5,1,8091,1.428571429,2,1,0.534522484,NA,NA,NA,NA
ANN190301,11,1990,S Korea,30.54545455,5.574291639,0,0,0,0,0,0,0.181818182,0,0,0,ANN1,0,1,0,0,0.090909091,1,1990,5,1,8091,1,1,1,0,NA,NA,NA,NA
ANN190302,4,1990,Spain,32.25,1.258305739,0,0,0,0,0,0,0.75,0,0,0,ANN1,1,0,0,0,0,1,1990,5,1,8091,1,1,1,0,51,0,57,0
ANN190401,6,1990,USA,27.66666667,4.03319559,0,0,0,0,0,0,0.333333333,0,0,0,ANN1,0,1,0,0,0.166666667,1,1990,5,1,8091,1.166666667,2,1,0.40824829,NA,NA,NA,NA
ANN190402,13,1990,Yugoslavia,33.92307692,6.184140178,0,0,0,0,0,0,0.076923077,0,0,0,ANN1,1,1,0,0,0.076923077,0.916666667,1990,5,1,8091,1.230769231,2,1,0.43852901,NA,NA,NA,NA
ANN191101,6,1991,Austria,40.16666667,8.863783993,0,0,0,0,0,0,0.666666667,0,0,0,ANN1,0,1,0,0,0.166666667,0.8,1990,5,1,8091,1.5,2,1,0.547722558,57,4.898979486,15,9.797958971
ANN191102,15,1991,Germany,40.06666667,11.16414328,0,0,0,0,0,0,0.066666667,0,0,0,ANN1,1,1,0,0,0.066666667,1,1990,5,1,8091,1.133333333,3,1,0.516397779,67,0,35,0
ANN191301,11,1991,S Korea,30.63636364,10.06253176,0,0,0,0,2,0,0.181818182,0,0,0,ANN1,1,0,0,0,0,1,1990,5,1,8091,1,1,1,0,NA,NA,NA,NA
ANN191302,8,1991,0,31,6.210590034,0,0,0,0,0,0,0.125,0,0,0,ANN1,0,2,0,0,0.25,0,1990,5,1,8091,1.125,2,1,0.353553391,NA,NA,NA,NA
ANN191303,14,1991,Spain,34.64285714,10.90946761,1,0,1,0.071428571,0,0,0.357142857,0,0,0,ANN1,0,1,0,0.071428571,0.071428571,1,1990,5,1,8091,1,1,1,0,51,0,57,0
ANN191304,11,1991,Japan,39.90909091,2.625054112,0,0,0,0,0,0,0.272727273,0,0,0,ANN1,0,1,0,0,0.090909091,1,1990,5,1,8091,1,1,1,0,46,0,54,0
ANN191305,10,1991,Poland,37.9,8.949860334,0,0,0,0,0,0,0.8,8,0,0,ANN1,0,3,0.8,0,0.3,0.555555556,1990,5,1,8091,1.8,6,1,1.549193338,NA,NA,NA,NA
ANN191306,17,1991,Poland,34.05882353,5.055573511,0,0,0,0,1,0,0.058823529,1,0,0,ANN1,1,2,0.058823529,0,0.117647059,0.5625,1990,5,1,8091,1,1,1,0,NA,NA,NA,NA
ANN191307,9,1991,USSR,35.55555556,3.844187532,3,0,1,0.111111111,0,0,0.444444444,4,0,0,ANN1,1,0,0.444444444,0.333333333,0,1,1990,5,1,8091,1.111111111,2,1,0.333333333,NA,NA,NA,NA
ANN191308,6,1991,Austria,30.33333333,5.428320796,0,0,0,0,0,0,0.333333333,0,0,0,ANN1,0,2,0,0,0.333333333,1,1990,5,1,8091,1.5,2,1,0.547722558,55,0,11,0
ANN191309,4,1991,USSR,38.75,9.03234927,0,0,0,0,0,0,0.5,2,0,0,ANN1,0,1,0.5,0,0.25,0.666666667,1990,5,1,8091,1,1,1,0,NA,NA,NA,NA
ANN192301,3,1992,France,36.33333333,8.082903769,1,0,0,0,1,0,0.666666667,0,0,0,ANN1,0,0,0,0.333333333,0,1,1990,5,1,8091,1,1,1,0,71,0,68,0
ANN192302,14,1992,Slovenia,33.92857143,10.41052933,0,0,0,0,0,0,0.142857143,0,0,0,ANN1,1,0,0,0,0,0.923076923,1990,5,1,8091,1.142857143,3,1,0.534522484,27.42857143,1.603567451,71.14285714,0.534522484
ANN193101,10,1993,China,32.1,4.254409477,0,0,2,0.2,0,10,0.4,4,0,0,ANN1,1,0,0.4,0,0,1,1990,5,1,8091,1,1,1,0,20,0,80,0
ANN193301,4,1993,Slovenia,35.25,3.774917218,1,0,0,0,0,0,0.25,0,0,0,ANN1,0,0,0,0.25,0,1,1990,5,1,8091,1.5,3,1,1,27,0,71,0
ANN193302,8,1993,Spain,29,3.295017884,0,0,0,0,0,0,0.875,0,0,0,ANN1,1,0,0,0,0,1,1990,5,1,8091,1,1,1,0,51,0,57,0
ANN193303,9,1993,Spain,33.22222222,4.085883557,0,0,0,0,0,0,0.444444444,0,0,0,ANN1,1,1,0,0,0.111111111,1,1990,5,1,8091,1,1,1,0,51,0,57,0
ANN194201,4,1994,Japan,30.75,9.394147114,1,0,0,0,0,0,0.75,0,0,0,ANN1,0,0,0,0.25,0,1,1990,5,1,8091,1,1,1,0,46,0,54,0
ANN194301,12,1994,S Korea,30.16666667,4.783177592,1,0,0,0,0,0,0.083333333,1,0,0,ANN1,0,0,0.083333333,0.083333333,0,1,1990,5,1,8091,1,1,1,0,NA,NA,NA,NA
ANN194302,3,1994,0,36.33333333,3.214550254,0,0,0,0,0,0,0.666666667,0,0,0,ANN1,0,1,0,0,0.333333333,0,1990,5,1,8091,1,1,1,0,71,0,68,0
ANN194401,9,1994,S Korea,33.66666667,8.10863737,0,0,1,0.111111111,1,0,0.333333333,0,0,0,ANN1,0,0,0,0,0,1,1990,5,1,8091,1,1,1,0,NA,NA,NA,NA
ANN195101,9,1995,Slovenia,38.44444444,12.55100704,1,0,0,0,0,0,0.444444444,4,0,0,ANN1,1,0,0.444444444,0.111111111,0,0.75,1990,5,1,8091,1.444444444,2,1,0.527046277,28.2,2.097617696,71.6,3.893013686
ANN195301,3,1995,France,30.33333333,3.511884584,0,0,0,0,0,0,0.333333333,0,0,0,ANN1,0,0,0,0,0,1,1990,5,1,8091,1.333333333,2,1,0.577350269,71,0,68,0
ANN196101,9,1996,Russia,41,7.123903424,0,0,0,0,0,0,0.444444444,0,0,0,ANN1,1,0,0,0,0,1,1990,5,1,8091,1.222222222,2,1,0.440958552,39,0,93,0
ANN196102,4,1996,S Korea,34,9.556847458,0,0,0,0,0,0,0.5,2,0,0,ANN1,0,0,0.5,0,0,1,1990,5,1,8091,1,1,1,0,NA,NA,NA,NA
ANN196301,11,1996,Ukraine,39.27272727,8.3197465,0,0,0,0,0,0,0.272727273,3,0,0,ANN1,1,0,0.272727273,0,0,1,1990,5,1,8091,1,1,1,0,25,0,92,0
ANN196302,7,1996,Belgium,36.71428571,10.30718658,0,0,0,0,0,0,0.142857143,0,0,0,ANN1,1,0,0,0,0,1,1990,5,1,8091,1,1,1,0,64,18.97366596,59.6,17.07629936
ANN196304,12,1996,Poland,38.83333333,6.886526151,0,0,0,0,0,0,0.166666667,2,0,0,ANN1,1,0,0.166666667,0,0,0.818181818,1990,5,1,8091,1,1,1,0,NA,NA,NA,NA
ANN196401,3,1996,S Korea,30,5.291502622,0,0,0,0,0,0,0.666666667,0,0,0,ANN1,0,0,0,0,0,1,1990,5,1,8091,1.333333333,2,1,0.577350269,NA,NA,NA,NA
ANN197101,6,1997,S Korea,32.5,9.669539803,0,0,0,0,0,0,0.333333333,0,0,0,ANN1,0,0,0,0,0,1,1990,5,1,8091,1.166666667,2,1,0.40824829,NA,NA,NA,NA
ANN197301,4,1997,Italy,33.5,4.654746681,0,0,0,0,0,0,0.5,0,0,0,ANN1,0,1,0,0,0.25,1,1990,5,1,8091,1,1,1,0,76,0,50,0
ANN197302,3,1997,Spain,33.66666667,4.725815626,0,0,0,0,0,0,1,0,0,0,ANN1,0,0,0,0,0,1,1990,5,1,8091,1,1,1,0,51,0,57,0
ANN197401,3,1997,Japan,27.33333333,6.658328118,0,0,0,0,0,0,1,0,0,0,ANN1,0,0,0,0,0,1,1990,5,1,8091,1,1,1,0,46,0,54,0
ANN197402,3,1997,Italy,35,4.582575695,0,0,0,0,2,0,0.333333333,0,0,0,ANN1,0,0,0,0,0,0,1990,5,1,8091,1,1,1,0,NA,NA,NA,NA
ANN198101,4,1998,Italy,32,3.464101615,0,0,0,0,0,0,0.5,0,0,0,ANN1,0,0,0,0,0,0.666666667,1990,5,1,8091,1.75,3,1,0.957427108,52.375,23.97580626,59.75,8.137216091
ANN198102,4,1998,S Korea,41.5,9.574271078,1,0,0,0,0,0,0.25,1,0,0,ANN1,0,0,0.25,0.25,0,1,1990,5,1,8091,1.75,3,1,0.957427108,NA,NA,NA,NA
ANN198103,4,1998,Spain,26.25,5.678908346,0,0,0,0,0,0,0.5,0,0,0,ANN1,0,0,0,0,0,1,1990,5,1,8091,1,1,1,0,51,0,57,0
ANN198301,10,1998,USA,37.4,5.601587077,1,0,0,0,0,0,0.1,0,0,0,ANN1,1,1,0,0.1,0.1,1,1990,5,1,8091,1.5,3,1,0.849836586,NA,NA,NA,NA
ANN199101,11,1999,Spain,32.36363636,7.52692138,1,0,1,0.090909091,1,0,0.545454545,6,0,0,ANN1,1,1,0.545454545,0.090909091,0.090909091,0.6,1990,5,1,8091,4.363636364,14,1,4.945153734,NA,NA,NA,NA
ANN199102,16,1999,Spain,37.6875,11.75141835,0,0,0,0,0,0,0.5,0,0,0,ANN1,0,4,0,0,0.25,1,1990,5,1,8091,1.375,4,1,0.806225775,51,0,57,0
ANN208101,4,2008,Australia,34,8.831760866,0,0,0,0,0,0,0.5,0,0,0,ANN2,0,1,0,0,0.25,0,2000,5,1,7937,1.75,3,1,0.957427108,NA,NA,NA,NA
ANN208301,12,2008,Croatia,38.16666667,9.897964284,1,0,0,0,0,0,0.166666667,0,0,0,ANN2,0,0,0,0.083333333,0,0.909090909,2000,5,1,7937,2.25,9,1,2.927145678,32.5,1.732050808,72.83333333,0.577350269
ANN260101,10,1960,UK,25.1,14.76068351,0,0,2,0.2,0,0,0.2,2,0,0,ANN2,1,0,0.2,0,0,0.555555556,1960,5,1,7937,1.2,2,1,0.421637021,NA,NA,NA,NA
ANN269301,10,1969,Yugoslavia,25.6,15.50770418,1,0,0,0,0,0,0.2,2,0,0,ANN2,1,0,0.2,0.1,0,1,1960,5,1,7937,1,1,1,0,NA,NA,NA,NA
ANN271101,9,1971,Japan,26.11111111,3.822448314,0,0,0,0,1,0,0.111111111,0,0,0,ANN2,0,0,0,0,0,1,1970,5,1,7937,1,1,1,0,44.66666667,4.618802154,54.91666667,3.175426481
ANN273101,5,1973,Japan,28,1.870828693,0,0,0,0,0,0,0.2,1,0,0,ANN2,1,0,0.2,0,0,1,1970,5,1,7937,1.6,4,1,1.341640786,46,0,54,0
ANN274101,7,1974,W Germany,28.42857143,3.207134903,0,0,0,0,0,0,0.571428571,0,0,0,ANN2,1,0,0,0,0,1,1970,5,1,7937,1,1,1,0,NA,NA,NA,NA
ANN278101,4,1978,Austria,33.5,11.21011448,0,0,0,0,0,0,0,0,0,0,ANN2,0,0,0,0,0,0.666666667,1970,5,1,7937,1,1,1,0,NA,NA,NA,NA
ANN279301,3,1979,UK,29,1.732050808,0,0,0,0,0,0,0.666666667,0,0,0,ANN2,0,0,0,0,0,1,1970,5,1,7937,2,3,1,1,NA,NA,NA,NA
ANN280101,5,1980,Japan,29.8,5.761944116,0,0,0,0,1,0,0.8,0,0,0,ANN2,0,0,0,0,0,1,1980,5,1,7937,1,1,1,0,46,0,54,0
ANN280102,7,1980,Poland,33.85714286,8.4148395,2,0,0,0,0,0,0.285714286,0,0,0,ANN2,1,0,0,0.285714286,0,1,1980,5,1,7937,1.142857143,2,1,0.377964473,56.25,10.60660172,67.625,1.060660172
ANN281301,9,1981,Japan,32.55555556,7.434902674,0,0,0,0,1,0,0.333333333,0,0,0,ANN2,1,0,0,0,0,1,1980,5,1,7937,1,1,1,0,46,0,54,0
ANN281302,17,1981,Italy,36.52941176,11.50607257,0,0,0,0,0,0,0,0,0,0,ANN2,2,0,0,0,0,1,1980,5,1,7937,1,1,1,0,76,0,50,0
ANN282301,4,1982,Japan,32,8.041558721,1,0,0,0,0,0,0.5,0,0,0,ANN2,1,0,0,0.25,0,1,1980,5,1,7937,1,1,1,0,46,0,54,0
ANN283101,4,1983,Austria,7.25,14.5,0,0,0,0,1,0,0.5,0,0,0,ANN2,0,0,0,0,0,1,1980,5,1,7937,1,1,1,0,55,0,11,0
ANN283301,5,1983,Australia,27,2.121320344,0,0,0,0,0,0,0.8,4,0,0,ANN2,0,0,0.8,0,0,1,1980,5,1,7937,1.8,2,1,0.447213595,72.85714286,29.27700219,44.28571429,14.15055106
ANN283302,3,1983,S Korea,26.33333333,2.516611478,1,0,0,0,0,0,1,0,0,0,ANN2,0,0,0,0.333333333,0,1,1980,5,1,7937,1,1,1,0,NA,NA,NA,NA
ANN283401,3,1983,UK,33.33333333,2.886751346,0,0,0,0,0,0,0.333333333,0,0,0,ANN2,0,0,0,0,0,1,1980,5,1,7937,1,1,1,0,NA,NA,NA,NA
ANN284101,3,1984,Japan,34,5.567764363,0,0,0,0,0,0,1,0,0,0,ANN2,0,0,0,0,0,1,1980,5,1,7937,1,1,1,0,46,0,54,0
ANN284301,3,1984,Japan,35,14.93318452,1,0,0,0,0,0,0.666666667,0,0,0,ANN2,0,0,0,0.333333333,0,1,1980,5,1,7937,1.333333333,2,1,0.577350269,46,0,54,0
ANN285301,8,1985,Japan,34.625,9.999107103,0,0,0,0,0,0,0.25,0,0,0,ANN2,1,0,0,0,0,1,1980,5,1,7937,1,1,1,0,46,0,54,0
ANN286101,6,1986,0,33.33333333,4.131182236,0,0,0,0,0,0,0.333333333,0,0,0,ANN2,1,3,0,0,0.5,0,1980,5,1,7937,1.166666667,2,1,0.40824829,NA,NA,NA,NA
ANN286102,4,1986,Spain,32.25,8.808140174,0,0,0,0,0,0,0.5,0,0,0,ANN2,0,0,0,0,0,1,1980,5,1,7937,1.25,2,1,0.5,51,0,57,0
ANN289301,8,1989,S Korea,30.625,7.576985831,0,0,0,0,2,0,0.25,2,2,0,ANN2,0,0,0.25,0,0,1,1980,5,1,7937,1,1,1,0,NA,NA,NA,NA
ANN290301,5,1990,USA,32.6,5.272570531,0,0,0,0,0,0,0,0,0,0,ANN2,1,0,0,0,0,1,1990,5,1,7937,1,1,1,0,NA,NA,NA,NA
